District,year,degree,z-score_cutoff
KURUNEGALA,2019,AGRICULTURE University of Jaffna,1.0562
ANURADHAPURA,2019,AGRICULTURE University of Jaffna,0.6214
POLONNARUWA,2019,AGRICULTURE University of Jaffna,0.6443
BADULLA,2019,AGRICULTURE University of Jaffna,0.9115
MONARAGALA,2019,AGRICULTURE University of Jaffna,1.0619
KEGALLE,2019,AGRICULTURE University of Jaffna,1.113
RATNAPURA,2019,AGRICULTURE University of Jaffna,0.9494
COLOMBO,2019,"AGRICULTURE Eastern University, Sri Lanka",1.0438
GAMPAHA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.7995
KALUTARA,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
MATALE,2019,"AGRICULTURE Eastern University, Sri Lanka",0.8997
KANDY,2019,"AGRICULTURE Eastern University, Sri Lanka",1.153
NUWARA ELIYA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.9256
GALLE,2019,"AGRICULTURE Eastern University, Sri Lanka",1.0143
MATARA,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
HAMBANTOTA,2019,"AGRICULTURE Eastern University, Sri Lanka",1.0648
JAFFNA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.9781
KILINOCHCHI,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
MANNAR,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
MULLAITIVU,2019,"AGRICULTURE Eastern University, Sri Lanka",0.3086
VAVUNIYA,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
TRINCOMALEE,2019,"AGRICULTURE Eastern University, Sri Lanka",1.0456
BATTICALOA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.9385
AMPARA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.9147
PUTTALAM,2019,"AGRICULTURE Eastern University, Sri Lanka",0.7748
KURUNEGALA,2019,"AGRICULTURE Eastern University, Sri Lanka",1.0611
ANURADHAPURA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.6238
POLONNARUWA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.5638
BADULLA,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
MONARAGALA,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
KEGALLE,2019,"AGRICULTURE Eastern University, Sri Lanka",NQC
RATNAPURA,2019,"AGRICULTURE Eastern University, Sri Lanka",0.8146
COLOMBO,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9613
GAMPAHA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9507
KALUTARA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9825
MATALE,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0682
KANDY,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0569
NUWARA ELIYA,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0068
GALLE,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9876
MATARA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.966
HAMBANTOTA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.996
JAFFNA,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
KILINOCHCHI,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
MANNAR,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
MULLAITIVU,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
VAVUNIYA,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
TRINCOMALEE,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
BATTICALOA,2019,AGRICULTURE Rajarata University of Sri Lanka,1.1973
AMPARA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9318
PUTTALAM,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9814
KURUNEGALA,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0683
ANURADHAPURA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9416
POLONNARUWA,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
BADULLA,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0051
MONARAGALA,2019,AGRICULTURE Rajarata University of Sri Lanka,NQC
KEGALLE,2019,AGRICULTURE Rajarata University of Sri Lanka,1.0826
RATNAPURA,2019,AGRICULTURE Rajarata University of Sri Lanka,0.9773
COLOMBO,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1013
GAMPAHA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1023
KALUTARA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.0828
MATALE,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
KANDY,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1451
NUWARA ELIYA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
GALLE,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.0818
MATARA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.0864
HAMBANTOTA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1005
JAFFNA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
KILINOCHCHI,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
MANNAR,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
MULLAITIVU,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
VAVUNIYA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
TRINCOMALEE,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
BATTICALOA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
AMPARA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
PUTTALAM,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
KURUNEGALA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1387
ANURADHAPURA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
POLONNARUWA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
BADULLA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.1267
MONARAGALA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,NQC
KEGALLE,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.0838
RATNAPURA,2019,AGRICULTURE Sabaragamuwa University of Sri Lanka,1.0929
COLOMBO,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0427
GAMPAHA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0294
KALUTARA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0277
MATALE,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
KANDY,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0448
NUWARA ELIYA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.1197
GALLE,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0453
MATARA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
HAMBANTOTA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
JAFFNA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.1475
KILINOCHCHI,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
MANNAR,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
MULLAITIVU,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
VAVUNIYA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
TRINCOMALEE,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
BATTICALOA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.2115
AMPARA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0292
PUTTALAM,2019,AGRICULTURE Wayamba University of Sri Lanka,1.1087
KURUNEGALA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0631
ANURADHAPURA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
POLONNARUWA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
BADULLA,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0701
MONARAGALA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
KEGALLE,2019,AGRICULTURE Wayamba University of Sri Lanka,1.0903
RATNAPURA,2019,AGRICULTURE Wayamba University of Sri Lanka,NQC
COLOMBO,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4539
GAMPAHA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4708
KALUTARA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5003
MATALE,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.3013
KANDY,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5409
NUWARA ELIYA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.1645
GALLE,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5573
MATARA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5796
HAMBANTOTA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4368
JAFFNA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5806
KILINOCHCHI,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,0.6568
MANNAR,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.2408
MULLAITIVU,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,0.5614
VAVUNIYA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,0.9971
TRINCOMALEE,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.2125
BATTICALOA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4483
AMPARA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4106
PUTTALAM,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.4168
KURUNEGALA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5165
ANURADHAPURA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.331
POLONNARUWA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.1775
BADULLA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5391
MONARAGALA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.0491
KEGALLE,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5712
RATNAPURA,2019,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,1.5624
COLOMBO,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.8514
GAMPAHA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.7948
KALUTARA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
MATALE,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
KANDY,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.9224
NUWARA ELIYA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
GALLE,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.8222
MATARA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.843
HAMBANTOTA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
JAFFNA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.8287
KILINOCHCHI,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
MANNAR,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
MULLAITIVU,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
VAVUNIYA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
TRINCOMALEE,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
BATTICALOA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
AMPARA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
PUTTALAM,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
KURUNEGALA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.8327
ANURADHAPURA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
POLONNARUWA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
BADULLA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
MONARAGALA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
KEGALLE,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,1.8613
RATNAPURA,2019,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,NQC
COLOMBO,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.7577
GAMPAHA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.7478
KALUTARA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.784
MATALE,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
KANDY,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
NUWARA ELIYA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
GALLE,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.872
MATARA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.7478
HAMBANTOTA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
JAFFNA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.7843
KILINOCHCHI,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
MANNAR,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
MULLAITIVU,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
VAVUNIYA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
TRINCOMALEE,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
BATTICALOA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
AMPARA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
PUTTALAM,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
KURUNEGALA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.7679
ANURADHAPURA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
POLONNARUWA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
BADULLA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
MONARAGALA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
KEGALLE,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,1.775
RATNAPURA,2019,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,NQC
COLOMBO,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
GAMPAHA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.6597
KALUTARA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
MATALE,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.1929
KANDY,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.5605
NUWARA ELIYA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.1316
GALLE,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
MATARA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
HAMBANTOTA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.5511
JAFFNA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.679
KILINOCHCHI,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,0.8505
MANNAR,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,0.9186
MULLAITIVU,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,0.3311
VAVUNIYA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.1434
TRINCOMALEE,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,0.9667
BATTICALOA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3594
AMPARA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3413
PUTTALAM,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.2992
KURUNEGALA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.54
ANURADHAPURA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4435
POLONNARUWA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.2242
BADULLA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4989
MONARAGALA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.206
KEGALLE,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
RATNAPURA,2019,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.5384
COLOMBO,2019,BIOLOGICAL SCIENCE University of Colombo,1.7667
GAMPAHA,2019,BIOLOGICAL SCIENCE University of Colombo,1.7865
KALUTARA,2019,BIOLOGICAL SCIENCE University of Colombo,1.9307
MATALE,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
KANDY,2019,BIOLOGICAL SCIENCE University of Colombo,1.8081
NUWARA ELIYA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
GALLE,2019,BIOLOGICAL SCIENCE University of Colombo,1.7747
MATARA,2019,BIOLOGICAL SCIENCE University of Colombo,1.7779
HAMBANTOTA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
JAFFNA,2019,BIOLOGICAL SCIENCE University of Colombo,1.8644
KILINOCHCHI,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
MANNAR,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
MULLAITIVU,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
VAVUNIYA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
TRINCOMALEE,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
BATTICALOA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
AMPARA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
PUTTALAM,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
KURUNEGALA,2019,BIOLOGICAL SCIENCE University of Colombo,1.8191
ANURADHAPURA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
POLONNARUWA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
BADULLA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
MONARAGALA,2019,BIOLOGICAL SCIENCE University of Colombo,NQC
KEGALLE,2019,BIOLOGICAL SCIENCE University of Colombo,1.8176
RATNAPURA,2019,BIOLOGICAL SCIENCE University of Colombo,1.7807
COLOMBO,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6793
GAMPAHA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6501
KALUTARA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6697
MATALE,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.7218
KANDY,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.645
NUWARA ELIYA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
GALLE,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6453
MATARA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6774
HAMBANTOTA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
JAFFNA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6427
KILINOCHCHI,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
MANNAR,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
MULLAITIVU,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
VAVUNIYA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
TRINCOMALEE,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
BATTICALOA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
AMPARA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
PUTTALAM,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
KURUNEGALA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6385
ANURADHAPURA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
POLONNARUWA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
BADULLA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.64
MONARAGALA,2019,BIOLOGICAL SCIENCE University of Peradeniya,NQC
KEGALLE,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6408
RATNAPURA,2019,BIOLOGICAL SCIENCE University of Peradeniya,1.6422
COLOMBO,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5357
GAMPAHA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5403
KALUTARA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5547
MATALE,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
KANDY,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5588
NUWARA ELIYA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
GALLE,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5381
MATARA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5559
HAMBANTOTA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5627
JAFFNA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5489
KILINOCHCHI,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
MANNAR,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
MULLAITIVU,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
VAVUNIYA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
TRINCOMALEE,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
BATTICALOA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
AMPARA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
PUTTALAM,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.6221
KURUNEGALA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5621
ANURADHAPURA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
POLONNARUWA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
BADULLA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5429
MONARAGALA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,NQC
KEGALLE,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.5485
RATNAPURA,2019,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,1.6134
COLOMBO,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4785
GAMPAHA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4828
KALUTARA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4842
MATALE,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
KANDY,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4871
NUWARA ELIYA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
GALLE,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4811
MATARA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4899
HAMBANTOTA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.6997
JAFFNA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
KILINOCHCHI,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
MANNAR,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
MULLAITIVU,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
VAVUNIYA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
TRINCOMALEE,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
BATTICALOA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
AMPARA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
PUTTALAM,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.5065
KURUNEGALA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.5018
ANURADHAPURA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
POLONNARUWA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
BADULLA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
MONARAGALA,2019,BIOLOGICAL SCIENCE University of Kelaniya,NQC
KEGALLE,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.5108
RATNAPURA,2019,BIOLOGICAL SCIENCE University of Kelaniya,1.4813
COLOMBO,2019,BIOLOGICAL SCIENCE University of Jaffna,1.4413
GAMPAHA,2019,BIOLOGICAL SCIENCE University of Jaffna,1.1882
KALUTARA,2019,BIOLOGICAL SCIENCE University of Jaffna,NQC
