District,stream,degree,year,students_sat,students_passed,z-score_cutoff
gampaha,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,1648,970,1.7948
kandy,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,1615,860,1.9224
galle,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,1271,694,1.8222
jaffna,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,779,482,1.8287
kurunegala,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,1567,802,1.8327
kegalle,biological science,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,2019,972,467,1.8613
colombo,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,2688,1838,1.7577
gampaha,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,1648,970,1.7478
kalutara,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,1018,609,1.784
galle,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,1271,694,1.872
jaffna,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,779,482,1.7843
kurunegala,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,1567,802,1.7679
kegalle,biological science,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,2019,972,467,1.775
gampaha,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,1648,970,1.6597
matale,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,443,179,1.1929
kandy,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,1615,860,1.5605
nuwara eliya,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,518,239,1.1316
hambantota,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,722,317,1.5511
jaffna,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,779,482,1.679
kilinochchi,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,114,72,0.8505
mannar,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,102,56,0.9186
mullaitivu,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,81,42,0.3311
vavuniya,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,170,85,1.1434
trincomalee,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,331,182,0.9667
batticaloa,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,502,293,1.3594
ampara,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,730,355,1.3413
puttalam,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,493,284,1.2992
kurunegala,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,1567,802,1.54
anuradhapura,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,703,266,1.4435
polonnaruwa,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,338,117,1.2242
badulla,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,784,399,1.4989
monaragala,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,372,136,1.206
ratnapura,biological science,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,2019,943,476,1.5384
colombo,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,2688,1838,1.7667
gampaha,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,1648,970,1.7865
kalutara,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,1018,609,1.9307
kandy,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,1615,860,1.8081
galle,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,1271,694,1.7747
jaffna,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,779,482,1.8644
kurunegala,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,1567,802,1.8191
kegalle,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,972,467,1.8176
ratnapura,biological science,BIOLOGICAL SCIENCE University of Colombo,2019,943,476,1.7807
colombo,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,2688,1838,1.6793
gampaha,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,1648,970,1.6501
kalutara,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,1018,609,1.6697
matale,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,443,179,1.7218
kandy,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,1615,860,1.645
galle,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,1271,694,1.6453
jaffna,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,779,482,1.6427
kurunegala,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,1567,802,1.6385
badulla,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,784,399,1.64
kegalle,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,972,467,1.6408
ratnapura,biological science,BIOLOGICAL SCIENCE University of Peradeniya,2019,943,476,1.6422
colombo,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,2688,1838,1.5357
gampaha,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,1648,970,1.5403
kalutara,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,1018,609,1.5547
kandy,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,1615,860,1.5588
galle,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,1271,694,1.5381
hambantota,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,722,317,1.5627
jaffna,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,779,482,1.5489
puttalam,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,493,284,1.6221
kurunegala,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,1567,802,1.5621
badulla,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,784,399,1.5429
kegalle,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,972,467,1.5485
ratnapura,biological science,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,2019,943,476,1.6134
colombo,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,2688,1838,1.4785
gampaha,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,1648,970,1.4828
kalutara,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,1018,609,1.4842
kandy,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,1615,860,1.4871
galle,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,1271,694,1.4811
hambantota,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,722,317,1.6997
puttalam,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,493,284,1.5065
kurunegala,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,1567,802,1.5018
kegalle,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,972,467,1.5108
ratnapura,biological science,BIOLOGICAL SCIENCE University of Kelaniya,2019,943,476,1.4813
colombo,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,2688,1838,1.4413
gampaha,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,1648,970,1.1882
matale,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,443,179,1.0936
kandy,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,1615,860,1.3271
nuwara eliya,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,518,239,1.0854
hambantota,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,722,317,1.0864
jaffna,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,779,482,1.2848
kilinochchi,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,114,72,1.4073
batticaloa,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,502,293,1.0442
ampara,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,730,355,1.0859
puttalam,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,493,284,1.0234
kurunegala,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,1567,802,1.3129
anuradhapura,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,703,266,1.0183
badulla,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,784,399,1.1582
ratnapura,biological science,BIOLOGICAL SCIENCE University of Jaffna,2019,943,476,1.2299
colombo,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,2688,1838,1.4327
gampaha,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,1648,970,1.3687
kalutara,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,1018,609,1.4073
kandy,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,1615,860,1.4059
galle,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,1271,694,1.4579
hambantota,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,722,317,1.4427
puttalam,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,493,284,1.4059
kurunegala,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,1567,802,1.3773
polonnaruwa,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,338,117,1.4373
badulla,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,784,399,1.4516
kegalle,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,972,467,1.3834
ratnapura,biological science,BIOLOGICAL SCIENCE University of Ruhuna,2019,943,476,1.3724
kalutara,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,1018,609,1.2944
matale,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,443,179,0.9831
nuwara eliya,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,518,239,0.9798
hambantota,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,722,317,1.1668
kilinochchi,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,114,72,1.1515
mannar,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,102,56,0.9704
trincomalee,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,331,182,0.9589
batticaloa,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,502,293,0.8879
ampara,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,730,355,0.9741
puttalam,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,493,284,0.9426
anuradhapura,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,703,266,0.885
polonnaruwa,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,338,117,0.9581
badulla,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,784,399,1.1501
monaragala,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,372,136,1.0103
kegalle,biological science,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",2019,972,467,1.3797
gampaha,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,1648,970,1.3305
kalutara,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,1018,609,1.2689
matale,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,443,179,1.1706
kandy,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,1615,860,1.3178
nuwara eliya,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,518,239,0.7542
kilinochchi,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,114,72,0.3957
mannar,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,102,56,0.5035
mullaitivu,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,81,42,0.2442
vavuniya,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,170,85,0.2952
trincomalee,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,331,182,0.673
batticaloa,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,502,293,0.7919
ampara,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,730,355,0.9793
puttalam,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,493,284,0.7641
anuradhapura,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,703,266,0.677
polonnaruwa,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,338,117,0.679
badulla,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,784,399,1.2213
monaragala,biological science,BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,2019,372,136,0.701
colombo,physical science,ENGINEERING University of Peradeniya,2019,3259,1951,2.063
gampaha,physical science,ENGINEERING University of Peradeniya,2019,2065,1067,2.0711
kalutara,physical science,ENGINEERING University of Peradeniya,2019,1110,582,2.0716
kandy,physical science,ENGINEERING University of Peradeniya,2019,1189,587,2.0714
nuwara eliya,physical science,ENGINEERING University of Peradeniya,2019,387,155,2.1218
galle,physical science,ENGINEERING University of Peradeniya,2019,1364,735,2.0675
hambantota,physical science,ENGINEERING University of Peradeniya,2019,808,372,2.1511
jaffna,physical science,ENGINEERING University of Peradeniya,2019,820,488,2.0611
vavuniya,physical science,ENGINEERING University of Peradeniya,2019,127,47,2.0636
trincomalee,physical science,ENGINEERING University of Peradeniya,2019,211,120,2.0849
batticaloa,physical science,ENGINEERING University of Peradeniya,2019,363,221,2.0635
ampara,physical science,ENGINEERING University of Peradeniya,2019,561,254,2.1694
puttalam,physical science,ENGINEERING University of Peradeniya,2019,459,254,2.0934
kurunegala,physical science,ENGINEERING University of Peradeniya,2019,1480,769,2.063
anuradhapura,physical science,ENGINEERING University of Peradeniya,2019,610,251,2.0716
badulla,physical science,ENGINEERING University of Peradeniya,2019,791,390,2.1256
monaragala,physical science,ENGINEERING University of Peradeniya,2019,243,98,2.132
kegalle,physical science,ENGINEERING University of Peradeniya,2019,779,367,2.0829
ratnapura,physical science,ENGINEERING University of Peradeniya,2019,740,371,2.0717
colombo,physical science,ENGINEERING University of Sri Jayewardenepura,2019,3259,1951,1.9771
gampaha,physical science,ENGINEERING University of Sri Jayewardenepura,2019,2065,1067,1.9761
kalutara,physical science,ENGINEERING University of Sri Jayewardenepura,2019,1110,582,2.0321
kandy,physical science,ENGINEERING University of Sri Jayewardenepura,2019,1189,587,1.9921
galle,physical science,ENGINEERING University of Sri Jayewardenepura,2019,1364,735,1.9815
hambantota,physical science,ENGINEERING University of Sri Jayewardenepura,2019,808,372,2.0005
jaffna,physical science,ENGINEERING University of Sri Jayewardenepura,2019,820,488,1.9941
ampara,physical science,ENGINEERING University of Sri Jayewardenepura,2019,561,254,1.9808
kurunegala,physical science,ENGINEERING University of Sri Jayewardenepura,2019,1480,769,2.0065
anuradhapura,physical science,ENGINEERING University of Sri Jayewardenepura,2019,610,251,2.0128
ratnapura,physical science,ENGINEERING University of Sri Jayewardenepura,2019,740,371,2.0118
